target,hull_energy,gamma,predictions/SynthNN,predictions/PU-CGNF,predictions/PU-CGCNN,predictions/SynCoTrain,predictions/TSDNN
Na8O7Pd3,0.068,0.06,0.142,0.875,0.651,0.819,1.0
Na1O1Rh1,0.303,0.227,0.001,0.491,0.665,0.711,0.984
Na1O4Rh1,0.104,0.149,0.036,0.809,0.637,0.464,1.0
Na1O4Rh3,0.088,0.099,0.002,0.757,0.736,0.837,0.974
Na1O5Rh1,0.321,0.337,0.041,0.82,0.455,0.581,0.998
Na1O5Rh2,0.06,0.038,0.059,0.733,0.612,0.71,0.997
Na1O5Rh3,0.138,0.109,0.179,0.723,0.749,0.697,0.995
Na1O6Rh5,0.141,0.147,0.001,0.693,0.792,0.969,0.991
Na2O1Rh1,0.396,0.238,0.0,0.485,0.905,0.527,0.991
Na2O2Rh1,0.133,0.109,0.001,0.918,0.904,0.754,0.997
Na2O3Rh2,0.264,0.217,0.007,0.854,0.809,0.295,0.992
Na2O5Rh2,0.0,-0.004,0.481,0.807,0.794,0.631,0.998
Na2O8Rh7,0.245,0.195,0.001,0.726,0.767,0.917,0.991
Na3O5Rh1,0.0,-0.012,0.044,0.9,0.862,0.832,0.999
Na3O7Rh2,0.0,0.01,0.083,0.847,0.76,0.594,0.999
Na3O7Rh4,0.226,0.155,0.074,0.815,0.748,0.619,0.994
Na4O1Rh2,0.541,0.509,0.0,0.26,0.718,0.348,0.997
Na4O1Rh3,0.497,0.499,0.0,0.041,0.919,0.322,0.995
Na4O5Rh3,0.182,0.181,0.005,0.892,0.898,0.844,0.995
Na4O6Rh1,0.0,-0.045,0.061,0.906,0.905,0.771,0.999
Na5O3Rh1,0.143,0.09,0.002,0.841,0.714,0.49,1.0
Na5O4Rh3,0.362,0.309,0.001,0.781,0.654,0.36,0.995
Na5O5Rh1,0.0,-0.058,0.074,0.888,0.904,0.916,1.0
Na6O1Rh4,0.419,0.527,0.0,0.059,0.735,0.412,0.994
Na6O7Rh1,0.047,-0.079,0.059,0.897,0.741,0.591,0.999
Na6O7Rh2,0.0,-0.034,0.326,0.914,0.88,0.985,0.999
Na7O3Rh4,0.556,0.448,0.0,0.261,0.902,0.306,0.998
Na7O5Rh1,0.096,-0.024,0.105,0.834,0.426,0.517,1.0
Na7O5Rh2,0.151,0.16,0.002,0.885,0.713,0.977,0.999
Na7O5Rh3,0.235,0.239,0.002,0.874,0.835,0.82,0.998
Na7O6Rh1,0.0,0.023,0.083,0.856,0.258,0.464,1.0
Na8O5Rh2,0.235,0.208,0.002,0.861,0.529,0.521,0.999
Na8O5Rh3,0.266,0.247,0.001,0.854,0.682,0.76,0.998
Na8O6Rh1,0.031,0.028,0.081,0.834,0.449,0.412,1.0
Na8O7Rh2,0.095,0.026,0.097,0.889,0.794,0.622,1.0
Na8O7Rh3,0.212,0.187,0.003,0.914,0.862,0.407,0.999
Na1O3Ru2,0.234,0.25,0.052,0.414,0.684,1.0,0.993
Na1O4Ru3,0.279,0.282,0.001,0.214,0.732,0.994,0.992
Na1O4Ru7,0.528,0.439,0.0,0.265,0.667,0.603,0.978
Na1O5Ru2,0.097,0.071,0.884,0.779,0.767,0.933,0.995
Na1O5Ru3,0.225,0.223,0.157,0.512,0.595,0.94,0.994
Na1O5Ru4,0.31,0.304,0.001,0.131,0.671,0.991,0.959
Na1O7Ru3,0.093,0.059,0.857,0.775,0.791,0.959,0.999
Na1O8Ru5,0.199,0.193,0.016,0.394,0.601,0.986,0.982
Na2O3Ru2,0.423,0.364,0.004,0.51,0.564,0.871,0.997
Na2O3Ru4,0.601,0.458,0.0,0.042,0.682,0.288,0.974
Na2O5Ru1,0.006,0.031,0.258,0.869,0.728,0.66,0.991
Na2O5Ru2,0.056,0.027,0.977,0.776,0.753,0.833,0.998
Na2O6Ru1,0.158,0.189,0.037,0.859,0.879,0.672,0.999
Na2O7Ru3,0.067,0.038,0.977,0.741,0.68,0.861,0.991
Na2O7Ru4,0.167,0.178,0.217,0.582,0.351,0.933,0.945
Na2O7Ru5,0.226,0.246,0.003,0.299,0.66,0.943,0.987
Na3O3Ru1,0.13,0.158,0.041,0.929,0.8,0.925,0.999
Na3O5Ru1,0.0,-0.05,0.294,0.908,0.808,0.955,0.998
Na3O7Ru4,0.234,0.229,0.081,0.623,0.602,0.841,0.988
Na4O5Ru1,0.0,-0.015,0.266,0.921,0.894,0.999,0.999
Na4O6Ru1,0.089,0.033,0.434,0.915,0.716,0.848,0.999
Na4O7Ru2,0.071,0.041,0.879,0.889,0.777,0.943,0.997
Na4O7Ru3,0.152,0.161,0.181,0.836,0.654,0.912,0.997
Na5O4Ru1,0.084,0.127,0.009,0.894,0.618,0.975,0.999
Na5O7Ru1,0.148,0.068,0.332,0.914,0.68,0.968,1.0
Na5O7Ru2,0.122,0.079,0.692,0.916,0.815,0.797,0.999
Na5O7Ru3,0.22,0.217,0.027,0.886,0.681,0.854,0.999
Na5O8Ru3,0.051,0.085,0.34,0.879,0.739,0.854,0.999
Na6O5Ru1,0.083,0.067,0.298,0.883,0.621,0.804,1.0
Na6O5Ru4,0.508,0.446,0.001,0.276,0.545,0.959,0.997
Na6O6Ru1,0.0,-0.036,0.058,0.9,0.838,0.99,1.0
Na7O5Ru1,0.104,0.107,0.011,0.855,0.751,0.999,1.0
Na7O6Ru1,0.017,0.018,0.224,0.876,0.801,0.993,1.0
Na7O8Ru1,0.038,0.064,0.154,0.904,0.813,1.0,1.0
Na8O5Ru1,0.233,0.197,0.001,0.83,0.682,0.908,1.0
Na8O7Ru1,0.117,0.069,0.084,0.872,0.638,0.927,1.0
Na2O1Sb1,0.12,0.346,0.007,0.904,0.787,0.876,1.0
Na2O2Sb1,0.152,0.168,0.006,0.885,0.341,0.729,0.999
Na2O4Sb1,0.142,0.086,0.552,0.833,0.463,0.862,0.999
Na2O8Sb7,0.128,0.3,0.002,0.509,0.588,0.993,0.993
Na3O1Sb2,0.114,0.492,0.005,0.902,0.808,0.991,1.0
Na3O2Sb1,0.165,0.259,0.002,0.901,0.535,0.847,1.0
Na3O7Sb2,0.159,0.086,0.62,0.803,0.344,0.842,0.986
Na4O1Sb1,0.105,0.441,0.002,0.819,0.828,0.851,1.0
Na4O1Sb2,0.083,0.508,0.003,0.895,0.903,0.94,1.0
Na4O2Sb1,0.095,0.307,0.002,0.863,0.635,0.871,1.0
Na4O3Sb1,0.104,0.172,0.001,0.899,0.363,0.728,0.999
Na4O4Sb1,0.028,-0.03,0.105,0.911,0.645,0.985,1.0
Na4O5Sb2,0.089,0.063,0.09,0.859,0.363,0.879,0.999
Na4O5Sb3,0.161,0.218,0.016,0.77,0.326,0.892,0.998
Na4O6Sb1,0.167,0.12,0.415,0.894,0.77,0.542,0.999
Na4O7Sb2,0.057,-0.241,0.421,0.832,0.434,0.851,0.999
Na5O1Sb1,0.068,0.472,0.037,0.775,0.825,0.797,1.0
Na5O1Sb2,0.106,0.522,0.039,0.868,0.925,0.942,1.0
Na5O1Sb3,0.064,0.554,0.04,0.901,0.919,0.993,1.0
Na5O2Sb1,0.121,0.405,0.002,0.826,0.421,0.846,1.0
Na5O3Sb1,0.135,0.289,0.001,0.862,0.579,0.767,1.0
Na5O7Sb1,0.178,0.142,0.346,0.902,0.687,0.62,0.999
Na5O7Sb3,0.052,0.061,0.066,0.815,0.68,0.948,0.998
Na6O1Sb2,0.083,0.527,0.106,0.839,0.829,0.922,1.0
Na6O1Sb4,0.079,0.576,0.092,0.903,0.902,0.994,1.0
Na6O1Sb5,0.089,0.589,0.074,0.897,0.891,0.996,1.0
Na6O3Sb1,0.124,0.33,0.001,0.83,0.722,0.962,1.0
Na6O5Sb2,0.171,0.189,0.001,0.911,0.488,0.877,1.0
Na6O7Sb2,0.099,-0.02,0.132,0.9,0.67,0.909,0.999
Na7O1Sb3,0.062,0.555,0.073,0.864,0.902,0.992,1.0
Na7O1Sb6,0.093,0.613,0.111,0.896,0.869,0.991,1.0
Na7O2Sb1,0.166,0.466,0.003,0.761,0.463,0.412,1.0
Na7O2Sb3,0.137,0.476,0.002,0.888,0.763,0.7,1.0
Na7O2Sb5,0.11,0.541,0.004,0.901,0.829,0.991,1.0
Na7O3Sb4,0.16,0.45,0.002,0.903,0.794,0.994,1.0
Na7O4Sb1,0.151,0.302,0.002,0.836,0.39,0.601,1.0
Na7O5Sb1,0.098,0.138,0.121,0.867,0.484,0.997,1.0
Na7O8Sb3,0.193,0.081,0.101,0.886,0.096,0.494,0.999
Na8O5Sb1,0.126,0.252,0.001,0.842,0.199,0.303,1.0
Na8O7Sb1,0.068,0.191,0.133,0.887,0.449,0.695,1.0
Na8O7Sb2,0.13,0.092,0.119,0.908,0.335,0.675,1.0
Na8O7Sb3,0.134,0.202,0.003,0.911,0.528,0.925,1.0
Na1O1Te1,0.222,0.225,0.015,0.922,0.953,0.945,1.0
Na1O2Te1,0.11,0.103,0.018,0.905,0.69,0.611,1.0
Na2O2Te1,0.124,0.11,0.014,0.927,0.772,0.976,1.0
Na2O3Te2,0.184,0.185,0.013,0.906,0.904,0.847,1.0
Na2O4Te3,0.158,0.15,0.005,0.909,0.756,0.688,1.0
Na2O5Te4,0.176,0.134,0.003,0.91,0.877,0.755,1.0
Na2O7Te1,0.48,0.482,0.133,0.883,0.683,0.724,0.999
Na2O7Te6,0.176,0.174,0.004,0.901,0.855,0.851,1.0
Na3O4Te1,0.023,0.011,0.727,0.913,0.938,1.0,1.0
Na3O5Te1,0.075,0.025,0.69,0.899,0.907,0.917,1.0
Na3O5Te2,0.076,0.069,0.27,0.898,0.888,0.702,1.0
Na3O7Te4,0.079,0.096,0.017,0.914,0.907,0.843,1.0
Na4O1Te1,0.064,0.26,0.026,0.786,0.766,0.901,1.0
Na4O1Te2,0.156,0.275,0.006,0.894,0.98,0.95,1.0
Na4O3Te1,0.139,0.132,0.069,0.911,0.801,0.904,1.0
Na4O7Te3,0.12,0.114,0.225,0.898,0.896,0.824,1.0
Na4O8Te3,0.057,0.007,0.576,0.897,0.812,0.771,1.0
Na5O1Te1,0.021,0.337,0.001,0.734,0.891,0.72,1.0
Na5O1Te4,0.087,0.322,0.001,0.92,0.983,0.969,1.0
Na5O2Te1,0.124,0.29,0.009,0.823,0.741,0.892,1.0
Na5O3Te2,0.103,0.173,0.014,0.921,0.925,0.69,1.0
Na5O5Te1,0.0,-0.016,0.07,0.914,0.919,0.974,1.0
Na5O6Te1,0.0,-0.023,0.219,0.913,0.922,1.0,1.0
Na5O8Te3,0.057,0.037,0.184,0.899,0.482,0.331,1.0
Na6O1Te2,0.034,0.318,0.006,0.795,0.8,0.989,1.0
Na6O1Te5,0.107,0.352,0.001,0.919,0.979,0.892,1.0
Na6O4Te1,0.134,0.135,0.064,0.879,0.842,0.888,1.0
Na6O5Te2,0.184,0.195,0.036,0.925,0.739,0.838,1.0
Na6O5Te4,0.105,0.167,0.005,0.933,0.839,0.925,1.0
Na6O8Te1,0.144,0.088,0.081,0.907,0.886,0.983,1.0
Na7O1Te3,0.135,0.333,0.012,0.837,0.974,0.849,1.0
Na7O2Te3,0.141,0.299,0.004,0.885,0.92,0.979,1.0
Na7O3Te1,0.158,0.238,0.009,0.806,0.396,0.659,1.0
Na7O3Te4,0.263,0.308,0.002,0.925,0.942,0.963,1.0
Na7O8Te1,0.088,0.039,0.12,0.907,0.866,1.0,1.0
Na8O3Te1,0.114,0.239,0.043,0.776,0.631,0.59,1.0
Na8O5Te1,0.143,0.16,0.07,0.856,0.621,0.634,1.0
Na8O5Te2,0.123,0.164,0.014,0.897,0.938,0.91,1.0
Na1O5Sn2,0.147,0.026,0.03,0.674,0.136,0.265,0.974
Na1O5Sn3,0.14,0.254,0.057,0.485,0.283,0.302,0.97
Na1O7Sn3,0.173,0.067,0.02,0.665,0.461,0.794,0.927
Na1O8Sn5,0.082,0.273,0.121,0.486,0.583,0.055,0.954
Na2O4Sn3,0.168,0.335,0.062,0.43,0.19,0.584,0.992
Na2O5Sn4,0.148,0.381,0.026,0.394,0.07,0.478,0.972
Na2O7Sn4,0.137,0.208,0.124,0.494,0.164,0.54,0.987
Na2O7Sn6,0.151,0.429,0.031,0.386,0.364,0.885,0.987
Na3O1Sn2,0.1,0.612,0.001,0.858,0.771,0.624,1.0
Na3O5Sn1,0.273,0.001,0.044,0.852,0.455,0.357,0.999
Na3O7Sn2,0.194,0.006,0.141,0.765,0.36,0.361,0.996
Na4O1Sn3,0.096,0.68,0.004,0.866,0.689,0.211,1.0
Na4O2Sn1,0.072,0.3,0.001,0.831,0.679,0.443,1.0
Na4O5Sn2,0.088,0.126,0.58,0.812,0.423,0.138,0.999
Na4O6Sn1,0.232,-0.029,0.073,0.874,0.572,0.643,0.999
Na5O1Sn3,0.046,0.665,0.074,0.849,0.792,0.109,1.0
Na5O2Sn1,0.082,0.364,0.001,0.801,0.389,0.168,1.0
Na5O2Sn3,0.146,0.604,0.002,0.855,0.754,0.094,1.0
Na5O3Sn2,0.108,0.341,0.001,0.861,0.694,0.546,1.0
Na5O4Sn1,0.02,0.084,0.766,0.869,0.734,0.62,1.0
Na5O7Sn1,0.216,-0.01,0.088,0.884,0.681,0.66,1.0
Na6O1Sn1,0.082,0.517,0.004,0.736,0.744,0.254,1.0
Na6O4Sn1,0.087,0.179,0.371,0.84,0.422,0.398,1.0
Na6O5Sn1,0.057,0.083,0.793,0.869,0.539,0.502,1.0
Na6O5Sn2,0.051,0.188,0.241,0.875,0.517,0.324,1.0
Na7O4Sn3,0.109,0.377,0.001,0.86,0.362,0.358,1.0
Na7O6Sn1,0.012,0.071,0.057,0.869,0.505,0.992,1.0
Na8O3Sn1,0.095,0.335,0.001,0.768,0.4,0.221,1.0
Na8O4Sn1,0.105,0.256,0.001,0.798,0.471,0.421,1.0
Na8O5Sn1,0.066,0.139,0.389,0.823,0.369,0.443,1.0
Na8O7Sn1,0.14,0.161,0.04,0.869,0.632,0.596,1.0
O2Os2Sr1,0.499,0.562,0.001,0.013,0.534,0.681,0.986
O3Os1Sr2,0.39,0.459,0.01,0.856,0.574,0.947,0.998
O3Os2Sr1,0.445,0.506,0.0,0.012,0.393,0.449,0.996
O3Os4Sr1,0.549,0.61,0.0,0.091,0.322,0.432,0.976
O4Os1Sr1,0.0,0.078,0.904,0.893,0.935,0.765,1.0
O4Os2Sr1,0.238,0.353,0.005,0.225,0.486,0.317,0.984
O4Os2Sr3,0.633,0.63,0.004,0.441,0.312,0.849,0.996
O5Os1Sr2,0.037,0.133,0.969,0.905,0.566,0.468,0.999
O5Os1Sr3,0.086,0.144,0.985,0.887,0.795,0.684,1.0
O5Os1Sr4,0.345,0.404,0.002,0.821,0.723,0.984,1.0
O5Os2Sr3,0.576,0.558,0.007,0.73,0.549,0.66,0.999
O5Os3Sr2,0.536,0.533,0.0,0.037,0.397,0.518,0.967
O6Os1Sr2,0.0,0.104,0.973,0.91,0.647,0.361,1.0
O6Os2Sr3,0.19,0.268,0.001,0.828,0.457,0.692,0.998
O6Os4Sr1,0.494,0.563,0.0,0.026,0.654,0.358,0.997
O7Os1Sr3,0.056,0.168,0.942,0.907,0.684,0.345,1.0
O7Os1Sr4,0.012,0.12,0.964,0.876,0.78,0.593,1.0
O7Os1Sr5,0.153,0.184,0.34,0.818,0.659,0.9,1.0
O7Os1Sr6,0.289,0.406,0.003,0.761,0.421,0.994,0.999
O7Os2Sr4,0.196,0.289,0.024,0.886,0.548,0.745,0.999
O7Os2Sr5,0.367,0.429,0.004,0.871,0.488,0.555,0.999
O7Os2Sr6,0.527,0.509,0.001,0.812,0.237,0.765,0.999
O7Os3Sr1,0.152,0.243,0.805,0.613,0.754,0.55,0.998
O7Os3Sr2,0.2,0.306,0.036,0.466,0.863,0.365,1.0
O7Os5Sr1,0.417,0.531,0.001,0.013,0.618,0.429,0.993
O8Os1Sr4,0.078,0.16,0.96,0.893,0.459,0.44,1.0
O8Os1Sr5,0.079,0.195,0.927,0.847,0.761,0.828,1.0
O8Os1Sr7,0.302,0.42,0.003,0.744,0.505,0.997,0.999
O8Os2Sr3,0.016,0.183,0.008,0.888,0.863,0.49,1.0
O8Os3Sr2,0.131,0.207,0.849,0.687,0.851,0.345,0.999
O8Os3Sr5,0.359,0.415,0.009,0.798,0.313,0.632,0.997
O8Os4Sr3,0.345,0.407,0.004,0.18,0.418,0.499,0.991
O2Pb1Pd2,0.194,0.147,0.006,0.892,0.867,0.899,0.988
O3Pb1Pd3,0.256,0.178,0.014,0.903,0.825,0.892,0.968
O3Pb1Pd4,0.293,0.193,0.003,0.924,0.743,0.978,0.998
O3Pb2Pd1,0.068,0.052,0.075,0.783,0.906,0.821,0.993
O4Pb1Pd3,0.009,0.006,0.255,0.844,0.852,0.986,0.994
O4Pb1Pd4,0.206,0.136,0.024,0.903,0.717,0.981,0.994
O4Pb1Pd6,0.257,0.162,0.002,0.908,0.695,0.938,0.992
O4Pb2Pd1,0.099,0.088,0.432,0.792,0.924,0.756,0.996
O5Pb1Pd3,0.121,0.08,0.418,0.8,0.777,0.927,0.996
O5Pb1Pd4,0.185,0.116,0.255,0.856,0.745,0.919,0.996
O5Pb2Pd2,0.076,0.067,0.431,0.785,0.858,0.771,0.995
O5Pb4Pd2,0.151,0.12,0.027,0.776,0.826,0.887,0.954
O6Pb3Pd1,0.113,0.118,0.432,0.817,0.816,0.669,0.996
O6Pb3Pd2,0.121,0.097,0.006,0.777,0.753,0.847,0.991
O6Pb4Pd1,0.083,0.063,0.075,0.84,0.72,0.879,0.99
O6Pb5Pd2,0.162,0.111,0.033,0.801,0.815,0.973,0.993
O7Pb1Pd5,0.183,0.136,0.094,0.824,0.787,0.845,0.992
O7Pb1Pd6,0.157,0.094,0.127,0.87,0.797,0.898,0.99
O7Pb2Pd5,0.117,0.08,0.314,0.836,0.789,0.634,0.986
O7Pb3Pd2,0.139,0.119,0.516,0.792,0.649,0.886,0.991
O7Pb3Pd4,0.114,0.07,0.333,0.795,0.896,0.867,0.987
O7Pb3Pd5,0.129,0.102,0.012,0.83,0.889,0.949,0.992
O7Pb4Pd1,0.085,0.079,0.219,0.832,0.778,0.931,0.996
O7Pb4Pd2,0.118,0.093,0.231,0.786,0.717,0.8,0.994
O7Pb4Pd3,0.101,0.063,0.104,0.767,0.902,0.812,0.989
O7Pb4Pd6,0.153,0.124,0.006,0.847,0.922,0.966,0.993
O7Pb6Pd1,0.116,0.057,0.03,0.884,0.811,0.965,0.99
O8Pb1Pd7,0.018,-0.006,0.037,0.873,0.819,0.979,0.974
O8Pb2Pd5,0.107,0.082,0.013,0.81,0.853,0.815,0.991
O8Pb3Pd2,0.181,0.157,0.433,0.811,0.897,0.765,0.996
O8Pb5Pd6,0.194,0.152,0.005,0.806,0.827,0.993,0.992
Ce1O3Pr1,0.048,0.177,0.573,0.563,0.821,0.856,0.999
Ce1O3Pr2,0.073,0.825,0.004,0.545,0.381,0.847,0.999
Ce1O4Pr2,0.125,0.415,0.005,0.402,0.713,0.912,0.999
Ce1O4Pr3,0.083,0.816,0.004,0.554,0.292,0.945,0.999
Ce1O5Pr3,0.141,0.514,0.005,0.364,0.558,0.988,0.998
Ce1O7Pr4,0.166,0.304,0.01,0.524,0.229,0.871,0.999
Ce2O3Pr1,0.039,0.877,0.002,0.503,0.397,0.98,0.998
Ce2O4Pr1,0.099,0.498,0.002,0.327,0.615,0.632,0.998
Ce2O5Pr2,0.145,0.528,0.003,0.304,0.513,0.834,0.999
Ce2O7Pr2,0.033,-0.055,0.302,0.76,0.247,0.767,0.999
Ce2O7Pr3,0.154,0.364,0.016,0.461,0.42,0.862,0.999
Ce2O8Pr3,0.055,0.072,0.302,0.687,0.13,0.779,0.999
Ce3O4Pr1,0.041,0.898,0.002,0.492,0.349,1.0,0.997
Ce3O5Pr1,0.162,0.653,0.003,0.266,0.087,0.594,0.996
Ce3O6Pr1,0.043,0.317,0.234,0.512,0.789,0.487,0.999
Ce3O7Pr1,0.042,0.076,0.227,0.728,0.191,0.464,0.999
Ce3O7Pr2,0.112,0.41,0.009,0.413,0.382,0.786,0.999
Ce3O7Pr4,0.156,0.87,0.004,0.534,0.228,0.787,0.997
Ce3O8Pr2,0.029,0.127,0.192,0.647,0.342,0.83,0.999
Ce4O7Pr2,0.158,0.735,0.003,0.289,0.381,0.849,0.998
Ce4O8Pr1,0.069,0.243,0.114,0.613,0.509,0.672,0.999
Ce5O8Pr2,0.14,0.763,0.003,0.299,0.274,0.989,0.997
Ce5O8Pr3,0.053,0.873,0.002,0.509,0.341,1.0,0.998
O3Pd1Sm2,0.28,0.161,0.056,0.687,0.245,0.672,0.997
O3Pd2Sm1,0.206,0.121,0.177,0.408,0.483,0.798,0.997
O3Pd3Sm1,0.33,0.195,0.005,0.525,0.346,0.837,0.997
O3Pd4Sm1,0.343,0.19,0.005,0.619,0.564,0.976,0.995
O4Pd1Sm2,0.065,0.028,0.321,0.852,0.146,0.664,0.999
O4Pd1Sm3,0.348,0.304,0.007,0.473,0.455,0.715,0.998
O4Pd2Sm3,0.376,0.319,0.003,0.436,0.296,0.905,0.998
O4Pd5Sm1,0.383,0.217,0.009,0.721,0.564,0.917,0.998
O5Pd1Sm3,0.157,0.122,0.163,0.819,0.546,0.87,0.999
O5Pd2Sm4,0.408,0.391,0.001,0.386,0.331,0.997,0.998
O5Pd3Sm2,0.248,0.167,0.21,0.344,0.512,0.879,0.998
O6Pd1Sm4,0.25,0.122,0.1,0.655,0.556,0.874,0.999
O6Pd2Sm3,0.149,0.109,0.004,0.763,0.431,0.82,0.999
O6Pd2Sm5,0.272,0.376,0.003,0.325,0.487,0.882,0.999
O7Pd2Sm4,0.253,0.175,0.184,0.825,0.101,0.82,0.998
O7Pd4Sm5,0.525,0.36,0.0,0.425,0.314,0.938,0.997
O7Pd5Sm2,0.171,0.105,0.197,0.519,0.498,0.88,0.998
O7Pd6Sm1,0.248,0.14,0.017,0.813,0.602,0.913,0.997
O7Pd8Sm2,0.297,0.173,0.006,0.654,0.494,0.994,0.998
O8Pd2Sm5,0.213,0.148,0.005,0.785,0.302,0.858,0.998
O8Pd7Sm1,0.051,0.001,0.012,0.829,0.644,0.958,0.993
O2Pd2Sr1,0.25,0.198,0.033,0.538,0.67,0.773,0.999
O3Pd2Sr1,0.219,0.103,0.519,0.812,0.671,0.815,0.999
O3Pd2Sr2,0.201,0.154,0.054,0.743,0.754,0.832,1.0
O3Pd4Sr1,0.257,0.177,0.019,0.663,0.69,0.993,0.998
O4Pd1Sr2,0.0,-0.007,0.603,0.862,0.655,0.543,1.0
O4Pd1Sr3,0.087,0.023,0.053,0.821,0.634,0.936,1.0
O4Pd6Sr1,0.37,0.229,0.011,0.75,0.663,1.0,0.999
O5Pd1Sr4,0.093,-0.015,0.01,0.793,0.71,0.963,1.0
O5Pd2Sr4,0.232,0.156,0.048,0.827,0.526,0.986,1.0
O5Pd3Sr1,0.094,0.134,0.282,0.827,0.619,0.697,1.0
O5Pd6Sr2,0.275,0.146,0.017,0.589,0.675,0.939,0.998
O6Pd1Sr2,0.106,0.183,0.132,0.876,0.486,0.399,1.0
O6Pd1Sr5,0.132,0.003,0.01,0.773,0.469,1.0,1.0
O6Pd4Sr1,0.006,0.069,0.519,0.844,0.648,0.89,0.998
O6Pd5Sr1,0.21,0.105,0.496,0.862,0.623,0.751,0.999
O6Pd8Sr1,0.311,0.216,0.019,0.802,0.642,0.975,0.998
O7Pd1Sr2,0.316,0.359,0.113,0.881,0.662,0.472,1.0
O7Pd1Sr3,0.073,0.143,0.364,0.883,0.72,0.587,1.0
O7Pd2Sr3,0.0,0.012,0.581,0.848,0.644,0.194,1.0
O7Pd2Sr5,0.028,0.004,0.056,0.837,0.657,0.994,1.0
O7Pd2Sr6,0.217,0.117,0.011,0.812,0.584,0.963,1.0
O7Pd3Sr2,0.0,0.059,0.543,0.787,0.668,0.739,1.0
O7Pd3Sr4,0.127,0.07,0.682,0.846,0.671,0.908,1.0
O7Pd4Sr3,0.201,0.093,0.797,0.786,0.595,0.554,1.0
O7Pd5Sr1,0.12,0.165,0.181,0.85,0.595,0.678,0.999
O7Pd5Sr2,0.21,0.084,0.545,0.838,0.702,0.468,0.998
O7Pd6Sr1,0.187,0.095,0.383,0.864,0.653,0.803,0.997
O7Pd6Sr2,0.308,0.151,0.057,0.827,0.666,0.841,0.999
O7Pd6Sr4,0.355,0.271,0.044,0.586,0.59,0.991,1.0
O8Pd1Sr2,0.362,0.428,0.032,0.884,0.732,0.497,1.0
O8Pd2Sr5,0.076,0.025,0.007,0.848,0.676,0.759,1.0
O8Pd2Sr7,0.233,0.103,0.003,0.8,0.293,0.864,0.999
O8Pd3Sr5,0.096,0.056,0.608,0.855,0.57,0.976,1.0
O8Pd4Sr3,0.054,0.085,0.003,0.78,0.507,0.235,0.999
O8Pd5Sr3,0.264,0.13,0.522,0.792,0.721,0.715,0.999
O8Pd6Sr1,0.113,0.174,0.522,0.853,0.659,0.969,0.998
O8Pd6Sr5,0.367,0.271,0.005,0.678,0.69,0.949,1.0
O8Pd7Sr1,0.066,0.027,0.209,0.865,0.768,0.951,0.989
O2Pu1Sr1,0.15,0.63,0.082,0.123,0.629,0.656,0.998
O3Pu1Sr2,0.133,0.464,0.009,0.265,0.572,0.999,0.999
O4Pu1Sr2,0.053,0.013,0.201,0.606,0.569,0.54,0.999
O4Pu2Sr1,0.079,0.332,0.637,0.219,0.736,0.712,0.999
O4Pu3Sr1,0.2,0.847,0.051,0.34,0.567,0.561,0.963
O5Pu1Sr3,0.072,0.01,0.079,0.656,0.579,0.482,0.999
O5Pu1Sr4,0.104,0.308,0.007,0.539,0.594,0.992,0.999
O5Pu2Sr1,0.062,0.016,0.449,0.459,0.78,0.793,1.0
O5Pu2Sr2,0.13,0.298,0.401,0.207,0.41,0.665,0.998
O5Pu2Sr3,0.167,0.533,0.013,0.178,0.559,0.835,0.999
O5Pu3Sr1,0.11,0.521,0.015,0.29,0.727,0.641,0.997
O5Pu3Sr2,0.241,0.738,0.147,0.137,0.158,0.344,0.97
O6Pu1Sr3,0.0,-0.032,0.642,0.776,0.384,0.371,1.0
O6Pu1Sr4,0.04,-0.014,0.032,0.667,0.611,0.591,0.999
O6Pu1Sr5,0.089,0.267,0.008,0.593,0.608,0.998,0.999
O6Pu2Sr1,0.013,0.09,0.358,0.721,0.44,0.173,1.0
O6Pu2Sr3,0.112,0.231,0.406,0.32,0.58,0.559,0.999
O7Pu1Sr3,0.0,0.032,0.735,0.849,0.572,0.188,1.0
O7Pu1Sr4,0.0,0.04,0.039,0.742,0.687,0.455,1.0
O7Pu1Sr5,0.086,0.013,0.04,0.669,0.592,0.874,1.0
O7Pu1Sr6,0.076,0.235,0.01,0.624,0.626,1.0,0.999
O7Pu2Sr2,0.0,0.01,0.401,0.704,0.589,0.417,0.999
O7Pu2Sr3,0.018,-0.018,0.282,0.546,0.607,0.125,0.999
O7Pu2Sr4,0.157,0.242,0.143,0.435,0.517,0.764,0.998
O7Pu2Sr5,0.125,0.413,0.009,0.359,0.568,0.994,0.999
O7Pu3Sr1,0.121,0.03,0.395,0.548,0.57,0.405,0.999
O7Pu3Sr4,0.113,0.54,0.021,0.154,0.648,0.964,0.998
O7Pu4Sr3,0.165,0.693,0.154,0.125,0.587,0.88,0.996
O8Pu1Sr5,0.067,0.107,0.017,0.717,0.686,0.711,1.0
O8Pu2Sr3,0.0,0.053,0.454,0.729,0.534,0.282,0.999
O8Pu3Sr1,0.044,0.163,0.313,0.702,0.404,0.464,0.998
O8Pu3Sr2,0.037,0.002,0.475,0.42,0.732,0.584,1.0
O8Pu3Sr5,0.187,0.507,0.012,0.205,0.478,0.996,0.998
O8Pu5Sr3,0.261,0.766,0.145,0.155,0.351,0.4,0.98
O1Rb1Ta1,0.575,1.217,0.001,0.008,0.175,0.659,0.995
